Title,Authors,DOI,DOI link,Venue,Citation count,Year
Effects of changes in physical and sedentary behaviors on mental health and life satisfaction during the COVID-19 pandemic: Evidence from China,"Xi Chen, Haiyan Gao, Binbin Shu, Yuchun Zou",10.1371/journal.pone.0269237,https://doi.org/10.1371/journal.pone.0269237,PLoS ONE,7,2022
Active Students Are Healthier and Happier Than Their Inactive Peers: The Results of a Large Representative Cross-Sectional Study of University Students in Ireland.,"M. Murphy, A. Carlin, C. Woods, A. Nevill, C. MacDonncha, Kyle Ferguson, N. Murphy",10.1123/jpah.2017-0432,https://doi.org/10.1123/jpah.2017-0432,Journal of Physical Activity and Health,65,2018
Physical activity guidelines 2020: comprehensive and inclusive recommendations to activate populations,"D. Ding, N. Mutrie, A. Bauman, M. Pratt, P. Hallal, K. Powell",10.1016/s0140-6736(20)32229-7,https://doi.org/10.1016/s0140-6736(20)32229-7,The Lancet,73,2020
Lifestyle and Structured Physical Activity Programs for Sedentary Adults,"M. Sandilands, A. Dunn, Marcus Bh, J. Kampert",10.1097/00042752-199907000-00015,https://doi.org/10.1097/00042752-199907000-00015,-,0,1999
The impact of physical activity rate on subjective well-being among North-Western Italian population during COVID-19 nationwide lockdown.,"Federico Abate Daga, Samuel Agostino, Serenella Peretti, L. Beratto",10.23736/S0022-4707.21.12787-2,https://doi.org/10.23736/S0022-4707.21.12787-2,Journal of Sports Medicine and Physical Fitness,8,2021
Physical activity and quality of life in older adults: an 18-month panel analysis,"Siobhan M. Phillips, T. Wójcicki, E. McAuley",10.1007/s11136-012-0319-z,https://doi.org/10.1007/s11136-012-0319-z,Quality of Life Research,68,2013
"Momentary Associations Between Physical Activity, Affect, and Purpose in Life","Tiia Kekäläinen, Martina Luchetti, Antonio Terracciano, Alyssa A. Gamaldo, Martin J Sliwinski, A. Sutin",10.1093/abm/kaae051,https://doi.org/10.1093/abm/kaae051,Annals of Behavioral Medicine,3,2024
Associations between cohort study participation and self-reported health and well-being: the Northern Finland Birth Cohort 1966 Study,"Heli Taanila, A. Rönkä, S. Keinänen-Kiukaanniemi, J. Jokelainen, T. Nordström, A. Taanila, T. Hurtig",10.1136/jech-2022-219229,https://doi.org/10.1136/jech-2022-219229,Journal of Epidemiology and Community Health,3,2022
Association of Outdoor Physical Activity and Sports with Life Satisfaction among Women of Reproductive Age According to a European Representative Sample—A Longitudinal Analysis,"Viktória Prémusz, A. Makai, P. Ács, Evelin Derkács, T. Laczkó",10.3390/ejihpe13090135,https://doi.org/10.3390/ejihpe13090135,"European Journal of Investigation in Health, Psychology and Education",3,2023
Kan fysisk aktivitet göra oss lyckliga,Emma Selling,-,-,-,0,2017
Becoming Physically Active After Bariatric Surgery is Associated With Improved Weight Loss and Health‐related Quality of Life,"D. Bond, S. Phelan, L. Wolfe, R. Evans, Jill G. Meador, J. Kellum, J. Maher, R. Wing",10.1038/oby.2008.501,https://doi.org/10.1038/oby.2008.501,Obesity,187,2009
Does Exercise Help People Living with HIV Improve Their Quality of Life? A meta-analysis.: 1647 Board #322 June 1 8,"Philipp Zech, M. Rapp, S. Heinzel, B. Wolfarth, Jimmy B Lawrence, A. Heissel",10.1249/01.mss.0000518177.22369.2f,https://doi.org/10.1249/01.mss.0000518177.22369.2f,-,0,2017
Physical Activity Levels and Well-Being in Older Adults,"Wonyul Bae, Young Ik Suh, J. Ryu, Jinmoo Heo",10.1177/0033294116688892,https://doi.org/10.1177/0033294116688892,Psychological Reports,50,2017
Physical activity level as a predictor of healthy and chronic disease-free life expectancy between ages 50 and 75,"T. Leskinen, S. Stenholm, V. Aalto, J. Head, M. Kivimäki, J. Vahtera",10.1093/ageing/afy016,https://doi.org/10.1093/ageing/afy016,Age and Ageing,43,2018
"Domains matter: Cross-sectional associations between mental well-being and domain specific physical activity and sedentary behaviour in n=31,818 adults in Scotland","Ailsa Niven, T. Strain",10.1016/j.mhpa.2023.100556,https://doi.org/10.1016/j.mhpa.2023.100556,Mental Health and Physical Activity,1,2023
Total mortality after changes in leisure time physical activity in 50 year old men: 35 year follow-up of population based cohort.,"L. Byberg, H. Melhus, R. Gedeborg, Johan Sundström, Anders Ahlbom, B. Zethelius, Lars G Berglund, Alicja Wolk, Karl Michaëlsson",-,-,British Journal of Sports Medicine,14,2009
Patients want their doctors’ help to increase physical activity: a cross sectional study in general practice,"Frida Falskog, Ane M Landsem, E. Meland, B. Bjorvatn, O. P. Hjelle, T. Mildestvedt",10.1080/02813432.2021.1910670,https://doi.org/10.1080/02813432.2021.1910670,Scandinavian Journal of Primary Health Care,13,2021
Changes in Physical Activity After Total Hip or Knee Arthroplasty: A Systematic Review and Meta‐Analysis of Six‐ and Twelve‐Month Outcomes,"Thomas Hammett, Aram Simonian, M. Austin, Robert Butler, K. Allen, Leila Ledbetter, A. Goode",10.1002/acr.23415,https://doi.org/10.1002/acr.23415,Arthritis care & research,83,2018
Bem-estar subjetivo e satisfação com a vida: um estudo de sua relação com a prática de atividades esportivas,"F. L. D. Souza, Suzete Antonieta Lizote",-,-,-,0,2020
Emotional Outlook on Life Predicts Increases in Physical Activity Among Initially Inactive Men,"M. Baruth, Duck-chul Lee, X. Sui, T. Church, B. Marcus, S. Wilcox, S. Blair",10.1177/1090198110376352,https://doi.org/10.1177/1090198110376352,Health Education & Behavior,69,2011
"Depression, happiness, and satisfaction with life in women newly diagnosed with breast cancer: Associations with device‐measured physical activity and sedentary time","J. Vallance, C. Friedenreich, Qinggang Wang, C. Matthews, Lin Yang, M. McNeely, S. Culos-Reed, Gordon J. Bell, Jessica McNeil, Leanne Dickau, K. Courneya",10.1002/pon.6180,https://doi.org/10.1002/pon.6180,Psycho-Oncology,4,2023
Dose-response of women's health-related quality of life (HRQoL) and life satisfaction to physical activity.,"R. Eime, J. Harvey, W. Payne",10.1123/jpah.2012-0073,https://doi.org/10.1123/jpah.2012-0073,Journal of Physical Activity and Health,39,2014
Unprompted vigorous physical activity is associated with higher levels of subsequent sedentary behaviour in participants with low cardiorespiratory fitness: a cross-sectional study,"Esben Lykke Skovgaard, K. Obling, H. T. Maindal, Cuno Rasmussen, K. Overgaard",10.1080/17461391.2019.1574905,https://doi.org/10.1080/17461391.2019.1574905,European Journal of Sport Science,4,2019
The relationship between physical activity attitude and life satisfaction: A sample of university students in Turkey.,"Cihan Ayhan, Özkan Işık, Zülbiye Kaçay",10.3233/WOR-213553,https://doi.org/10.3233/WOR-213553,Work,1,2021
Associations between active commuting and physical and mental wellbeing,"David K Humphreys, A. Goodman, D. Ogilvie",10.1016/j.ypmed.2013.04.008,https://doi.org/10.1016/j.ypmed.2013.04.008,Preventive Medicine,158,2013
Physical activity and two-year change in adolescent well-being in nine countries.,"Christina Bertrand, Laurence Steinberg, N. Duell, Laura Di Giunta, Kenneth A. Dodge, Sevtap Gurdal, Daranee Junla, J. Lansford, Paul Oburu, C. Pastorelli, A. Skinner, E. Sorbring, M. Bornstein, L. U. Uribe Tirado, Saengduean Yotanyamaneewong, L. Alampay, Suha M. Al-Hassan, D. Bacchini, Lei Chang, K. Deater-Deckard",10.1111/jora.70035,https://doi.org/10.1111/jora.70035,Journal of Research on Adolescence,0,2025
Are changes in occupational physical activity level compensated by changes in exercise behavior?,"Carla F. J. Nooijen, B. del Pozo-Cruz, G. Nyberg, T. Sanders, M. Galanti, Y. Forsell",10.1093/eurpub/cky007,https://doi.org/10.1093/eurpub/cky007,European Journal of Public Health,26,2018
Influence of physical activity on well-being at times of the COVID-19 pandemic: a review,"C. Symanzik, C. Hagel, T. Hotfiel, M. Engelhardt, S. John, C. Grim",10.1016/j.orthtr.2022.03.012,https://doi.org/10.1016/j.orthtr.2022.03.012,Sports Orthopaedics and Traumatology,4,2022
Life in a time of COVID: retrospective examination of the association between physical activity and mental well-being in western Australians during and after lockdown,"B. Piggott, P. Chivers, K. Sarasjärvi, Ranila Bhoyroo, Michelle Lambert, L. Millar, C. Bulsara, J. Codde",10.1186/s12889-023-15440-1,https://doi.org/10.1186/s12889-023-15440-1,BMC Public Health,6,2023
"Physical activity buffers the negative relationship between multimorbidity, self-rated health and life satisfaction","A. Marques, M. Peralta, É. Gouveia, Francisco Gómez Chávez, M. Valeiro",10.1093/pubmed/fdy012,https://doi.org/10.1093/pubmed/fdy012,Journal of public health,28,2018
"Social relations, physical activity, and well-being in older adults.","E. McAuley, B. Blissmer, D. Marquez, G. Jerome, A. Kramer, J. Katula",10.1006/PMED.2000.0740,https://doi.org/10.1006/PMED.2000.0740,Preventive Medicine,489,2000
Changes in Physical Activity Are Associated with Corresponding Changes in Psychological Well-Being: A Pandemic Case Study,"Micael Dahlen, Helge Thorbjørnsen, Hallgeir Sjåstad, Petra von Heideken Wågert, Charlotta Hellström, Birgitta Kerstis, D. Lindberg, J. Stier, M. Elvén",10.3390/ijerph182010680,https://doi.org/10.3390/ijerph182010680,International Journal of Environmental Research and Public Health,14,2021
PHYSICAL ACTIVITY AND MENTAL HEALTH IN AUSTRALIAN ADULTS WITH PSYCHOLOGICAL DISTRESS,"D. N. Mundell, Dr Megan Teychenne, D. N. Ashtree, Dr Marita Bryan, Dr Mary Lou Chatterton, Dr Jessica Davis, Ms Tayla John, Ms Sophie Mahoney, Simon Rosenbaum, Dean Saunders, Megan Turner, Vincent L Versace, Lauren M Young, Adrienne O’Neil",10.31189/2165-7629-13-s2.369,https://doi.org/10.31189/2165-7629-13-s2.369,Journal of Clinical Exercise Physiology,0,2024
Longitudinal change in physical activity and disability in adults.,"R. Gretebeck, K. Ferraro, D. Black, Kimberlee B Holland, K. Gretebeck",10.5993/AJHB.36.3.9,https://doi.org/10.5993/AJHB.36.3.9,American Journal of Health Behavior,41,2012
Twenty-five-year trends in physical activity of 30- to 59-year-old populations in eastern Finland.,"N. Barengo, A. Nissinen, J. Tuomilehto, H. Pekkarinen",10.1097/00005768-200208000-00011,https://doi.org/10.1097/00005768-200208000-00011,Medicine & Science in Sports & Exercise,84,2002
Comparing Self-Efficacy and Life Satisfaction of Active and Inactive Individuals,"M. Safari, A. Zar",-,-,-,2,2018
